identifier,datestamp,setSpec,@xmlns:dc,@xmlns:oai_dc,@xmlns:xsi,@xsi:schemaLocation,dc:identifier,dc:title,dc:creator,dc:publisher,dc:date,dc:format,dc:language,dc:relation,dc:type,dc:source,dc:rights,dc:description,provenance,sdewey,dewey,source,typedoc,nqamoyen,mode_indexation,title,date,first_indexation_date,streamable
oai:bnf.fr:gallica/ark:/12148/bpt6k65165023,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k65165023,Un prêtre marié. Tome 2 / par Jules Barbey d'Aurevilly,"Barbey d'Aurevilly, Jules (1808-1889). Auteur du texte",A. Faure (Paris),1865,"['2 vol. (307, 271-48 p.) ; in-18', 'Nombre total de vues :  338']","['fre', 'français']","[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb300545164"", 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb11991524b', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb300545164']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-16107",domaine public,"['[Un prêtre marié (français)]', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-16107",monographie,99.93,text,Un prêtre marié. Tome 2 / par Jules Barbey d'Aurevilly,1865,06/05/2013,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6152212b,2022-12-02,"['gallica:theme:0:03', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6152212b,"Encyclopédie méthodique. Logique et métaphysique. Tome 3 / , publiée par M. Lacretelle. Tome premier [-quatrieme]","Lacretelle, Pierre-Louis (1751-1824). Auteur du texte","A Paris, chez Panckoucke, libraire, hôtel de Thou, rue des Poitevins. A Liège, chez Plomteux, imprimeur des États. M. DCC. LXXXVI [-M. DCC. LXXXIX] . Avec approbation, & privilège du Roi. - A Paris, chez Panckoucke, libraire, hôtel de Thou, rue des Poitevins. M. DCC. XCI",1786-1791,"['4 t. ([4]-752, [4]-336-439, [4]-730, [4]-280 [i.e. 824] p.) ; in-4', 'Nombre total de vues :  750']",fre,"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb40964281m"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30710265x']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, Z-8559",domaine public,Avec mode texte,bnf.fr,03,0,"Bibliothèque nationale de France, département Littérature et art, Z-8559",monographie,86.08,text,"Encyclopédie méthodique. Logique et métaphysique. Tome 3 / , publiée par M. Lacretelle. Tome premier [-quatrieme]",1786-1791,27/12/2010,false
oai:bnf.fr:gallica/ark:/12148/bpt6k8630889d,2018-04-26,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k8630889d,Mondaine / Hector Malot,"Malot, Hector (1830-1907). Auteur du texte",E. Dentu (Paris),1891,"['In-18, 452 p., fig.', 'Nombre total de vues :  462']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30868663g,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-46007",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,80,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-46007",monographie,99.94,text,Mondaine / Hector Malot,1891,14/11/2016,false
oai:bnf.fr:gallica/ark:/12148/bpt6k63633617,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k63633617,"Chien-Caillou. Fantaisies d'hiver, par Champfleury",Champfleury (1821-1889). Auteur du texte,Martinon (Paris),1847,"['In-12, 144 p.', 'Nombre total de vues :  164', 'application/epub+zip 3.0 accessible', 'Format adaptable de type XML DTBook, 2005-3']","['fre', 'français']","['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb170490573', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30218784n']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Z-44990",domaine public,"['[Chien-Caillou (français)]', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Z-44990",monographie,99.96,text,"Chien-Caillou. Fantaisies d'hiver, par Champfleury",1847,19/11/2012,false
oai:bnf.fr:gallica/ark:/12148/bpt6k8754592,2020-04-03,"['gallica:theme:3:35', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k8754592,L'offensive de 1917 et le commandement du général Nivelle... : pages de vérité / commandant de Civrieux,"Larreguy de Civrieux, Louis Marie Sylvain Pierre (1859-1941). Auteur du texte",(Paris),1919,"['1 vol. (269 p.) : carte ; in-16', 'Nombre total de vues :  286']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34086614c,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LH5-1981",domaine public,Avec mode texte,bnf.fr,35,3,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LH5-1981",monographie,89.25,text,L'offensive de 1917 et le commandement du général Nivelle... : pages de vérité / commandant de Civrieux,1919,11/04/2016,false
oai:bnf.fr:gallica/ark:/12148/bpt6k56127957,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k56127957,Adriani (Nouvelle édition) / par George Sand,"Sand, George (1804-1876). Auteur du texte",Michel-Lévy frères (Paris),1867,"['279 p. ; in-18', 'Nombre total de vues :  294']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312932407,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-64960",domaine public,Avec mode texte,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-64960",monographie,99.98,text,Adriani (Nouvelle édition) / par George Sand,1867,28/09/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k2006567,2019-07-19,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k2006567,Proverbes dramatiques : oeuvres complètes. 2e sér. / Théodore Leclercq,"Leclercq, Théodore (1777-1851). Auteur du texte",(Paris),1852,4 vol. ; in-18,"['fre', 'français']","[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb307665568"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb307665568']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]",Bibliothèque nationale de France,domaine public,,bnf.fr,84,8,Bibliothèque nationale de France,monographie,97.71,text,Proverbes dramatiques : oeuvres complètes. 2e sér. / Théodore Leclercq,1852,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k9607085j,2022-06-22,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k9607085j,"Oeuvres de Chamfort. Tome 4 / , recueillies et publiées par un de ses amis","Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte",Impr. des sciences et des arts (Paris),1794,"['4 vol. ; in-8', 'Nombre total de vues :  468']",fre,"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb302179708"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb302179708']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, Z-27647",domaine public,"['Appartient à l’ensemble documentaire : GTextes1', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,80,8,"Bibliothèque nationale de France, département Littérature et art, Z-27647",monographie,98.5,text,"Oeuvres de Chamfort. Tome 4 / , recueillies et publiées par un de ses amis",1794,03/08/2015,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6158501f,2022-12-02,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6158501f,"Le Maître d'armes, par Alexandre Dumas. Tome 2","Dumas, Alexandre (1802-1870). Auteur du texte",Dumont (Paris),1840-1841,"['3 vol. in-8° , couvertures', 'Nombre total de vues :  348']",fre,"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb303729667"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb303729667']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, Y2-31119",domaine public,Avec mode texte,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-31119",monographie,99.98,text,"Le Maître d'armes, par Alexandre Dumas. Tome 2",1840-1841,28/02/2011,false
oai:bnf.fr:gallica/ark:/12148/bpt6k202870t,2019-07-20,gallica:typedoc:monographies,http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k202870t,Les trois villes. Paris / par Emile Zola,"Zola, Émile (1840-1902). Auteur du texte",(Paris),1898,"['608 p. ; in-18', 'Nombre total de vues :  613']","['fre', 'français']","['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb125042255', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31690791g']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]",Bibliothèque nationale de France,domaine public,"['[Les trois villes (français). Extrait]', 'Collection : Bibliothèque Charpentier', 'Collection : Bibliothèque Charpentier', 'Appartient à l’ensemble documentaire : GTextes1']",bnf.fr,,,Bibliothèque nationale de France,monographie,98.5,text,Les trois villes. Paris / par Emile Zola,1898,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k58122950,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k58122950,"Atar-Gull, par M. Eugène Sue","Sue, Eugène (1804-1857). Auteur du texte","bureaux du ""Siècle"" (Paris)",1856,"['In-4° , 50 p.', 'Nombre total de vues :  54']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb314186798,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-5344",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-5344",monographie,95.57,text,"Atar-Gull, par M. Eugène Sue",1856,22/03/2010,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6228417c,2022-12-02,"['gallica:theme:6:63', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6228417c,"Cours complet d'agriculture, ou Nouveau dictionnaire d'agriculture théorique et pratique, d'économie rurale et de médecine vétérinaire. Tome 3 / rédigé sur le plan de l'ancien dictionnaire de l'abbé Rozier, par M. le Baron de Morogues,..., M. Mirbel,..., M. le Vicomte Héricart de Thury,..., M. Desvaux,..., M. Antoine,..., M. Tollard aîné,..., M. Payen,..., M. Barthélemy aîné,..., M. Grognier,... ; sous la direction de M. L. Vivien,... ; précédé d'un Tableau historique de l'agriculture des divers pays du globe et de la France en particulier, et d'une Bibliographie agricole complète et raisonnée",,Pourrat frères (Paris),1834-1840,"['20 tomes en 11 vol. dont 2 de planches : ill. ; in-8', 'Nombre total de vues :  406']",fre,"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31596267h"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31596267h']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Sciences et techniques, S-25476",domaine public,"['Appartient à l’ensemble documentaire : GTextes1', 'Avec mode texte']",bnf.fr,63,6,"Bibliothèque nationale de France, département Sciences et techniques, S-25476",monographie,99.96,text,"Cours complet d'agriculture, ou Nouveau dictionnaire d'agriculture théorique et pratique, d'économie rurale et de médecine vétérinaire. Tome 3 / rédigé sur le plan de l'ancien dictionnaire de l'abbé Rozier, par M. le Baron de Morogues,..., M. Mirbel,..., M. le Vicomte Héricart de Thury,..., M. Desvaux,..., M. Antoine,..., M. Tollard aîné,..., M. Payen,..., M. Barthélemy aîné,..., M. Grognier,... ; sous la direction de M. L. Vivien,... ; précédé d'un Tableau historique de l'agriculture des divers pays du globe et de la France en particulier, et d'une Bibliographie agricole complète et raisonnée",1834-1840,25/10/2012,false
oai:bnf.fr:gallica/ark:/12148/bpt6k86304112,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k86304112,La dame aux perles / Alexandre Dumas fils,"Dumas, Alexandre (1824-1895). Auteur du texte",Librairie nouvelle (Paris),1854,"['1 vol. (441 p.) ; in-12', 'Nombre total de vues :  376']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30373480n,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-31212",domaine public,Avec mode texte,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-31212",monographie,99.94,text,La dame aux perles / Alexandre Dumas fils,1854,14/12/2015,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5445515s,2018-04-26,"['gallica:theme:6:61', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5445515s,"Recherches anatomiques, pathologiques et thérapeutiques sur la maladie connue sous les noms de fièvre typhoïde, putride, adynamique, ataxique... comparée avec les maladies aigues les plus ordinaires. Tome 2 / par P.-C.-A. Louis,...","Louis, Pierre Charles Alexandre (1787-1872). Auteur du texte","['J.-B. Baillière (Paris)', 'H. Baillière (Londres)']",1841,"['2 vol. (XXIII-542, 523 p.) ; in-8', 'Nombre total de vues :  534']","['fre', 'français']","[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb308378786"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb308378786']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Sciences et techniques, 8-TD62-63 (2)",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,61,6,"Bibliothèque nationale de France, département Sciences et techniques, 8-TD62-63 (2)",monographie,96.42,text,"Recherches anatomiques, pathologiques et thérapeutiques sur la maladie connue sous les noms de fièvre typhoïde, putride, adynamique, ataxique... comparée avec les maladies aigues les plus ordinaires. Tome 2 / par P.-C.-A. Louis,...",1841,07/10/2008,false
