GUID;SatzID;Pre;Match;Post;figuré (f) ou concret (c);Dateiname;ark;dc:identifier;dc:title;dc:creator;dc:publisher;dc:date;dc:format;dc:language;dc:relation;dc:source;dc:description;provenance;sdewey;dewey;typedoc;nqamoyen;first_indexation_date_;dc:rights
aeaac932aa7b47acb6c75b34e8982b67;2594;Sans compter une infinité de miracles particuliers , j '' ai eu . le bonheur etl'' occasiond'' en voir plusieurs, entre autres, celui qui guérit toutà coupune jeune paysanne deCarlepont( près deNoyon),d'' une espèce de;paralysie;quil'' empêchait entièrement de marcher depuisl'' âge de dix ans( elle en avait dix-huit). Ma nièce , dame du château de Carlepont , fit venir de Senlis et même de Paris des médecins qui la déclarèrent incurable .;c;Genlis_Les soupers de la maréchale;ark__12148_bpt6k3044350v;https://gallica.bnf.fr/ark:/12148/bpt6k3044350v;Les soupers de la maréchale de Luxembourg . Dédiés a Mr. le vicomte de Larochefoucauld, par Mme la comtesse de Genlis.;Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830);Roux, libraire, Palais-Royal,... (Paris), et chez Ponthieu,... (Arthus-Bertrand,...), Delaunay,... (), Lecointe et Durey,... ();1828;"VIII-511-1 p. ; in-8, Nombre total de vues : 532";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30495693m;Bibliothèque nationale de France, département Littérature et art, Z-49474;Avec mode texte;bnf.fr;800;80;monographie;87790;2019-03-25 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
a046ee10ccd34684ac83bec6fe08c9d1;1964;"Une ame qui a vieilli dans le crime n'est supportable à elle-même , que par- ceque la même passion qui fait tous ses malheurs , les lui cache ; & que son désordre est en même tems & le glaive cruel qui fait la plaie , & Je bandeau fatal qui la dérobe aux yeux du malade . Voilà pourquoi l'Eglise, pour découvrir le pécheurà lui-même durant ce tems de pénitence, nous repré- fçnte presque tous les jours, sous de nouvelles images, l'état déplorable d'une ame, qui croupit depuis long- tems dans son péché: tantôt sous la iîgure d'un";paralytique;"de trente-huit ans;& c'est pour nous marquer fin- fenftbilité& la paix fiineste qui suit toujours l'hroitude du crime: tantôt sous le symbole d'un prodigue réduità vivre avec les plus vils animaux;& sous ces traits, elle veut nous faire sentir son avilissement& sa honte: tantôt sous l'image d'un aveugle-né;& c'est pour nous peindre l'horreur& la profondeur de ses ténébres: tantôt enfin sous la parabole d'un es- prit sourd& muet;& c'est pour nous figurer plus vivement l'asservissement ou l'habitude criminelle retient toutes les puissances d'une ame infortunée. Aujourd'hui , comme pour rassem- bler tous ces traits différens sous une feule image encore plus terrible '& plus touchante , l'Eglise nous propose jLa^arç .";cf;Massillon_Sermons de M. Massillon, evêque;ark__12148_bpt6k9664792t;https://gallica.bnf.fr/ark:/12148/bpt6k9664792t;Sermons de M. Massillon, evêque de Clermont, ci-devant prêtre de l'Oratoire, l'un des quarante de l'Académie françoise..... CAREME,3;Massillon, Jean-Baptiste (1663-1742);A Paris, rue S. Jacques, chez la veuve Estienne & fils, à la Vertu. Et Jean Herissant, à S. Paul & à S. Hilaire. M. DCC. XLV. Avec approbation & privilege du Roi;1745;"9 t. (4-XXVIII-4-358 ; 4-610-2 ; ... ; 4-578 ; 4-674 ; 4-616 ; 8-536 ; 8-504 ; VI-2-583 p.) ; in-12, Nombre total de vues : 696";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30903295q'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30903295q']'';Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, D-15934 (CAREME,3);Appartient à l’ensemble documentaire : GTextes1, Appartient à l’ensemble documentaire : BnPlCo00, Appartient à l’ensemble documentaire : BnPlCo03, Contient une table des matières, Avec mode texte;bnf.fr;200;20;monographie;98720;2016-04-04 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
fd19eff8fecc47208d03ee23715a982f;1952;"Je sais que cette espérance des pécheurs périt souvent ; que se flatter d'une conversion tardive , c'est insulter à la grace et à la justice d'un Dieu vengeur ; que renvoyer à des années de langueur et d'infirmité l'affaire du salut , c'est la manquer ; qu'on ne recueille pendant l'hiver que ce qu'on a semé durant les jours de l'été ; que notre Dieu n'est pas un Dieu de tous les jours ; que , négligé , il néglige à son tour ; et que la vertu qui vient si tard n'est d'ordinaire qu'une impuissance du vice , une régularité de l'âge plutôt que du cœur , et une bienséance qu'on doit au monde autant qu'à Jé- sus-Christ . Cependant la religion ne veut pas qu'on désespere; et plus d'une fois,ô mon Dieu, vous avez appellé des ouvriersà la onzieme heure du jour, et guéri des";paralytiques;"de trente ans, peut-être pour prévenir par ces prodiges le désespoir des vrais pénitents, et peut-être aussi pour amuser la fausse confiance des pécheurs. Mais pour vous , messieurs , qui , au milieu des périls et des fureurs de la guerre , pouvez tous les jours dire comme David , que vous n'êtes séparés que d'un seul degré de la mort , uno tantÙln gradu ego morsque dividimurl ; vous qui ne devez compter sur la vie que comme sur un trésor que vous tenez exposé sur un grand chemin ; qui touchez tous les moments à l'éternité , et qui ne tenez au monde et à ses plaisirs que par le plus foible de tous les liens : ah !";cf;Massillon_Petit carême de M. Massillon,;ark__12148_bpt6k97432875;https://gallica.bnf.fr/ark:/12148/bpt6k97432875;Petit carême de M. Massillon, évêque de Massillon . Imprimé par ordre du Roi pour l'éducation de monseigneur le Dauphin;Massillon, Jean-Baptiste (1663-1742);impr. de Didot laîné (Paris);1789;"6-312 p. ; in-4, Nombre total de vues : 328";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb309033145;Bibliothèque nationale de France, département Littérature et art, CNLJT-3505;Collection : Collection des auteurs classiques françois et latins, Appartient à l’ensemble documentaire : UnivJeun0, Contient une table des matières, Avec mode texte;bnf.fr;200;20;monographie;99080;2016-09-12 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
8eb1dc3b39b4497e94bd810ef8caded9;444;"Chaque pays exige dans ses habitans certaines qualités particulières ; ces qualités naissent avec eux , ou se forment rapidement par l '' inlluenee des causes physiques et par les habitudes qu '' elles entraînent . On croi- iroit que tout est prévu pour toutes les époques, pour tous les cas, pour toutes les localités particulières: il est certain du moins que nulle part la perfectibilité del'' homme ne se refuseà ses besoins, et qu''à moins ique la société ne la";paralyse;par de perverses institutions, elle est susceptible partout, non des mêmes( 128) progrès, maisd'' un accroissement quin''y laisse rienà desirer pour celui du bonheur. Tous les climats produisent donc des hommes , et nul climat ne les dégrade .;f;Mirabeau_Travail sur l'éducation publique, trouvé;ark__12148_bpt6k3043876h;https://gallica.bnf.fr/ark:/12148/bpt6k3043876h;"Travail sur l'éducation publique, trouvé dans les papiers de Mirabeau l'aîné ; publié par P. J. G. Cabanis,...";Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791);Impr. nationale (Paris);1791;"206 p. ; in-8, Nombre total de vues : 206";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30951867p;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, R-44018;Avec mode texte;bnf.fr;370;30;monographie;87770;2019-03-17 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
d86610a100de4ed3866737c1d3758d82;653;Il vient de se passer un événement affreux à un village qui n'est éloigné d'ici que d'une lieue . Un habitant de ce village étoit retenu au lit depuis plusieurs années par une;paralysie;", que ces sortes de gens appellent fraîcheur. Il imagine que son voisin le maréchal pourroit lui avoir donné un sort ; il communique son rêve à ses enfans , et le rêve fatal devient une réalité !";c;Mirabeau_Lettres inédites de Mirabeau .;ark__12148_bpt6k6479429r;https://gallica.bnf.fr/ark:/12148/bpt6k6479429r;Lettres inédites de Mirabeau . Mémoires et extraits de mémoires, écrits en 1781, 1782 et 1783, dans le cours de ses procès de Pontarlier... et de Provence... le tout faisant suite aux Lettres écrites du donjon de Vincennes, depuis 1777 jusqu'à 1780... publié par J.-F. Vitry,...;Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791);Lenormant (Paris);1806;"XII-484 p. ; in-8, Nombre total de vues : 504";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30951915q;Bibliothèque nationale de France, département Littérature et art, Z-55303;Appartient à l’ensemble documentaire : PACA1, Appartient à l’ensemble documentaire : FrancComt1, Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99960;2013-02-21 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
e357d14f1a574a33aaeec65d071a28de;349;? J'AI reçu votre lettre du vendredi , mon cher ami , et j'ai béni votre griffonnage même qui m'a valu 4 pages de l'ami le plus cher , le plus profondément estimable et le plus sympatique à moi que j'aie rencontré de ma vie . L'intérêt que vous m'y montrez, et que vous avez su rendre contagieux pour un des hommes de mérite que vous aimez et que vous prisez le plus,a versé la consolation dans un cœur navre par tant de côtés, qu'il ne peut être que bien souffrant puisqu'il ne se;paralyse;pas. Véritablement It persuasion intime dont je suis pénétré que je vaux mieux que mes persécuteurs et mes ennemis , et que dans les êtres créés , rien ne vaut mieux que mon ami le plus cher , mé rendent du sommeil , du bienêtre et même des jouissances .;cf;Mirabeau_Lettres de Mirabeau a Chamfort;ark__12148_bpt6k96088453;https://gallica.bnf.fr/ark:/12148/bpt6k96088453;"Lettres de Mirabeau a Chamfort , imprimées sur les originaux ecrits de la main de Mirabeau, et suivies d'une traduction de la dissertation allemande sur les causes de l'universalité de la langue française, qui a partagé le prix de l'Académie de Berlin ; traduction attribuée à Mirabeau et imprimée sur le manuscrit corrigé de sa main.";Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791);A Paris. Chez le directeur de la Décade philosophique, rue Thérèse, butte des Moulins. An V. de la République française 1796-1797.;1796-1797;"4-142-2 p. ; in-8, Nombre total de vues : 164";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30951878b;Bibliothèque nationale de France, département Littérature et art, Z-15457;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;9500;2015-09-14 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
fd8f69a66c74430188e215b216ec6e29;4024;"On croit que nous tâcherons , s'il le faut absolument , d'opérer une division en Allemagne , sans nous en mêler , sauf à venir enfin au secours de celui qui se trouverait trop en danger ; car on n'imagine pas que nous voulions jamais que l'Allemagne soit à un seul ni même à deux ; et , quant à la Turquie européenne , on pense que notre intérêt , se réunissant avec celui de l'Angleterre , elle sera sauvée de manière ou d'autre . J'ai vérifié que l'Electeur de Bavière n'avait point eu une attaque proprement dite; ila tout simplement changé de maîtresse; lorsque cela arrive, il force son régime, et il en résulte des accidents de nerfs, qui ressemblentà de fausses attaques, et qui le conduiront un de ces joursà la";paralysie;. On ne compte point sur sa vie .;c;Mirabeau_La mission secrète de Mirabeau;ark__12148_bpt6k1411997;https://gallica.bnf.fr/ark:/12148/bpt6k1411997;La mission secrète de Mirabeau à Berlin, 1786-1787 : d'après les documents originaux des archives des affaires étrangères ;Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791);E. Plon, Nourrit et Cie (Paris);1900;"1 vol. (522 p.) ; in-8, Nombre total de vues : 530";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb340802709;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LG2-120;Appartient à l’ensemble documentaire : MAEDIGen0, Appartient à l’ensemble documentaire : MAEDI010, Appartient à l’ensemble documentaire : MAEDI003, Appartient à l’ensemble documentaire : MAEDI009, Avec mode texte;bnf.fr;940;90;monographie;99820;2016-01-25 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
fd8f69a66c74430188e215b216ec6e29;2686;"J'ai eu beaucoup de peine à persuader , parce que le baron de Knyphausen , beau-frère de Hertzberg , et son ennemi irréconciliable , pour des discussions d'intérêt , a toute la confiance politique du prince , et doit l'avoir , car c'est un 1 '' Alors secrétaire de légation , aujourd'hui ministre d'Angleterre à Berlin '' ( Note de Mirabeau ) . homme fort habile et peut-être le seul habile de la Prusse; mais, comme il toucheà une";paralysie;absolue, comme il baisse au moral et tombe au physique, comme le prince lui-même s'en aperçoit, j'ai pu venirà bout, en appuyant sur toutes ces circonstances, au milieu d'un déluge d'éloges pour le baron de Knyphausen et de regrets sur sa situation, de décider le prince Henri, et j'ai, moi personnellement, la commission de négocier le rapprochement de Hertzberg. Je vais pour cela , après-demain , à Postdam .;cf;Mirabeau_La mission secrète de Mirabeau;ark__12148_bpt6k1411997;https://gallica.bnf.fr/ark:/12148/bpt6k1411997;La mission secrète de Mirabeau à Berlin, 1786-1787 : d'après les documents originaux des archives des affaires étrangères ;Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791);E. Plon, Nourrit et Cie (Paris);1900;"1 vol. (522 p.) ; in-8, Nombre total de vues : 530";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb340802709;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LG2-120;Appartient à l’ensemble documentaire : MAEDIGen0, Appartient à l’ensemble documentaire : MAEDI010, Appartient à l’ensemble documentaire : MAEDI003, Appartient à l’ensemble documentaire : MAEDI009, Avec mode texte;bnf.fr;940;90;monographie;99820;2016-01-25 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
d304a4094762489fa18f73c818db01f7;5751;1 le tissu de la peau est relâché , les bouts des nerfs sont épanouis & exposes a la plus petite aaion des objets les plus foibles . Dans les pays froids, le tissu de la peau est resserré>& les mammelons comprimés, les petites houpes sont en quelque façon;paralytiques;, la sensatÏ'on ne passe guere au cerveau$(a) Celles pour la succefilon d-Espogne,g Ib) En Elpagnc} par exMr'pie. que que lorsqu'elle est extrêmement forte , & qu'elle est de tout le nerf ensemble .;c;M_De l'Esprit des loix, ou;ark__12148_bpt6k97615325;https://gallica.bnf.fr/ark:/12148/bpt6k97615325;De l'Esprit des loix, ou Du rapport que les loix doivent avoir avec la constitution de chaque gouvernement, les moeurs, le climat, la religion, le commerce, etc.. Partie 1 ;Montesquieu (1689-1755);Barrillot et fils (Genève);1749;2 parties en 1 vol. (XXIV-326-2-XIV-398 p.) : in-4, Nombre total de vues : 360;français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb309703575'''', 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb120107535', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb309703575']'';Bibliothèque nationale de France, département Droit, économie, politique, E*-214;''''''Lesprit des lois (français)'''', Appartient à l’ensemble documentaire : BnPlCo00, Appartient à l’ensemble documentaire : BnPlCo03, Contient une table des matières, Avec mode texte'';bnf.fr;320;30;monographie;9170;2017-01-03 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
a2ced4147bca4c97a6889f2c5ca1325c;3062;"Les dervis ont en leurs mains presque toutes les richesses de l'état ; c'est une société de gens avares qui prennent toujours et ne rendent jamais ; ils accumulent sans cesse des revenus pour acquérir des capitaux . Tant de richesses tombent pour ainsi dire en";paralysie;"; plus de circulation, plus de commerce, plus d'arts, plus de manufactures. Il n'y a point de prince protestant qui ne lève sur ses peuples beaucoup plus d'impôts que le pape n'en lève sur ses sujets : cependant ces derniers sont pauvres pendant que les autres vivent dans l'opulence .";f;Montesquieu (1689-1755)_Lettres persanes, de Montesquieu, précédées;ark__12148_bpt6k6334100b;https://gallica.bnf.fr/ark:/12148/bpt6k6334100b;Lettres persanes, de Montesquieu, précédées de son Éloge, par d'Alembert;Montesquieu (1689-1755), Alembert, D (1717-1783)];(Paris);1828;In-8° , XXXIX-411 p., Nombre total de vues : 474;français;['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb119437548', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb309704323'];Bibliothèque nationale de France, département Littérature et art, Z-15251;Lettres persanes (français), Comprend : Éloge de Montesquieu, Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99960;2012-10-24 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
d0c395bfd20d4d10a8dc5363d8d72e7b;1023;"Le parlement de Paris qui était un repaire de jansénistes s'unit à eux , et Louis XV laissa tout faire , quoiqu'il détestât les gens de robe et qu'il n'aimât pas les philosophes . On fit une grande faute de rétablir les parlemens, qui par leur refus d'enregistrer les impôts amenèrent la révolution; ils étaient morts, il ne fallait pas les faire revivre; mais il fallait rétablir les jésuites qui par l'éducation donnéeà la jeunesse auraient";paralysé;"les efforts de la philosophie, et prêché avec fruit la douce loi de l'Evangile qui vient de Dieu pour le bonheur des hommes, et qui est la première des lois: lex ligat, religioque religat. - Il n'y a qu'une morale , comme il n'y a qu'une géométrie ; ces deux mots n'ont point de pluriel .";f;"Rivarol_Pensées inédites de Rivarol ;";ark__12148_bpt6k63676210;https://gallica.bnf.fr/ark:/12148/bpt6k63676210;"Pensées inédites de Rivarol ; suivies de deux Discours sur la philosophie moderne et sur la souveraineté du peuple";Rivarol, Antoine de (1753-1801);impr. de J.-A. Boudon (Paris);1836;"1 vol. (XV-237 p.) ; in-8, Nombre total de vues : 270";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31222129r;Bibliothèque nationale de France, département Littérature et art, Z-24391;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99960;2012-12-10 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
d0c395bfd20d4d10a8dc5363d8d72e7b;169;"Rien de si affreux que d'être riche sans vertus . La peur est la plus terrible des passions, parce qu'elle fait ses premiers efforts contre la raison; elle";paralyse;"le cœur et l'esprit. L'homme fut placé sur le seuil de la vie comme devant un carrefour ; les animaux comme devant une seule route .";f;"Rivarol_Pensées inédites de Rivarol ;";ark__12148_bpt6k63676210;https://gallica.bnf.fr/ark:/12148/bpt6k63676210;"Pensées inédites de Rivarol ; suivies de deux Discours sur la philosophie moderne et sur la souveraineté du peuple";Rivarol, Antoine de (1753-1801);impr. de J.-A. Boudon (Paris);1836;"1 vol. (XV-237 p.) ; in-8, Nombre total de vues : 270";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31222129r;Bibliothèque nationale de France, département Littérature et art, Z-24391;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99960;2012-12-10 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
d0c395bfd20d4d10a8dc5363d8d72e7b;1603;"sur une plante inconnue ; je fais naufrage , j'égare ma raison , je perds la vie . Mais si je mens, ma langue ne se glace pas dans ma bouche; si je lève ma main en justice, pour un faux témoignage, mon bras n'est pas frappé de";paralysie;"; enfin, si je massacre mon prochain, je ne suis pas foudroyé. Il résulte de là deux vérités : l'une , que Dieu ne punit que les fautes ; mais qu'il les punit infailliblement .";cf;"Rivarol_Pensées inédites de Rivarol ;";ark__12148_bpt6k63676210;https://gallica.bnf.fr/ark:/12148/bpt6k63676210;"Pensées inédites de Rivarol ; suivies de deux Discours sur la philosophie moderne et sur la souveraineté du peuple";Rivarol, Antoine de (1753-1801);impr. de J.-A. Boudon (Paris);1836;"1 vol. (XV-237 p.) ; in-8, Nombre total de vues : 270";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31222129r;Bibliothèque nationale de France, département Littérature et art, Z-24391;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99960;2012-12-10 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
d0c395bfd20d4d10a8dc5363d8d72e7b;1871;Quand un pouvofr leur dit : Ne payez pas , l'obéissance est sûre , el de là le renversement du corps politique . Il faudrait donc trouver un moyen de;paralyser;ce terrible veto, cause de révolutions, de crimes et de malheurs. Louis XVIII aurait dû mettre dans sa charte : '' Si jamais une des deux chambres refuse une loi , et que l'autre l'accorde de concert avec le roi , la loi existe .;f;"Rivarol_Pensées inédites de Rivarol ;";ark__12148_bpt6k63676210;https://gallica.bnf.fr/ark:/12148/bpt6k63676210;"Pensées inédites de Rivarol ; suivies de deux Discours sur la philosophie moderne et sur la souveraineté du peuple";Rivarol, Antoine de (1753-1801);impr. de J.-A. Boudon (Paris);1836;"1 vol. (XV-237 p.) ; in-8, Nombre total de vues : 270";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31222129r;Bibliothèque nationale de France, département Littérature et art, Z-24391;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99960;2012-12-10 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
95b8fd74ff7840b994049c5988d83ad4;1289;Il faut que la tête qui représente les pouvoirs législatif et judiciaire soit calme et lente dans ses décrets et que le bras , représentant du pouvoir exécutif , ait la promptitude et la force . Mais nous verrons bientôt comment l'Assemblée nationale n'a fait agir que la tête, eta;paralysé;le corps politique(2). ( 1 ) Tacite se sert souvent de comparaisons du corps humain pour appuyer sa politique , et un politique italien ( Cavriana ) dit Que si oaa appliquait les aphorismes d'Hippocrate au gouveravement ciuil , on verrait qu'ils sont un fidéle itinéraire pour la cotduite de la vie humaine .;f;Rivarol_Au commencement de la Révolution;ark__12148_bpt6k9912w;https://gallica.bnf.fr/ark:/12148/bpt6k9912w;Au commencement de la Révolution : mémoires ;Rivarol, Antoine de (1753-1801);(Paris);1988;"1 vol. (XVI-386 p.) ; 21 cm, Nombre total de vues : 410";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb372367538;Bibliothèque nationale de France;Autobiographie;bnf.fr;9440;90;monographie;99180;2007-10-15 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
95b8fd74ff7840b994049c5988d83ad4;1836;D'où il résulte que la France n'a pu se relâcher brusquement de tout l'espace qui se trouve entre la monarchie absolue et la démocratie , et passer ainsi d'un extrême gc l'autre , sang rouler vers l'anarchie par ce mouvement aveugle et rétrograde . Aussi touty est frappé de;paralysie;, tout est ébranlé, tout est suspendu en France Farmée, les tribunaux, le commerce, les établissemens, les arts, les travaux, les devoirs, et jusqu'aux espérances et aux désirs les plus doux. L'amour se tait , la nature est interdite on ne sait où placer ses enfans , on ne se marie qu'en tremblant dans ce malheureux empire .;f;Rivarol_Au commencement de la Révolution;ark__12148_bpt6k9912w;https://gallica.bnf.fr/ark:/12148/bpt6k9912w;Au commencement de la Révolution : mémoires ;Rivarol, Antoine de (1753-1801);(Paris);1988;"1 vol. (XVI-386 p.) ; 21 cm, Nombre total de vues : 410";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb372367538;Bibliothèque nationale de France;Autobiographie;bnf.fr;9440;90;monographie;99180;2007-10-15 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
26905b5acc9741dd8a73bb469fa9ea50;12768;"Quand je marche vers un objet , il faut premièrement que j '' y veuille aller ; en second lieu , que mes pieds m '' y portent . Qu'' un";paralytique;"veuille courir, qu'' un homme agile ne le veuille pas, tous deux resteront en place. Le corps politique a les mêmes mobiles : on y distingue de même la force et la volonté ; l '' autre sous le nom de puissance législative , celle-ci sous le nom de puissance exécutive .";cf;Rousseau_Oeuvres complètes de J.-J. Rousseau,;ark__12148_bpt6k14111870;https://gallica.bnf.fr/ark:/12148/bpt6k14111870;Oeuvres complètes de J.-J. Rousseau, avec des notes historiques [d'après Petitain et Musset-Pathay];Rousseau, Jean-Jacques (1712-1778);A. Houssiaux (et Furne) (Paris);1846-1852;''''''Gr. in-8° , portrait daprès Hopwood. (Dufour, nos 428-429)'''', Nombre total de vues : 814'';français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312571314;Bibliothèque nationale de France, département Littérature et art, Z-9997;Avec mode texte;bnf.fr;;;monographie;88140;2016-08-29 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
26905b5acc9741dd8a73bb469fa9ea50;4354;Il uavoit pu soutenir jusqu '' au bout les fatigues ocettecampagne . Madamed'' Épinaym'' apprit quil venoitd'' avoir une att aque de;paralysie;"(*);t madamed'' Houdetot, que son affliction finit par rendre malade elle-même, et qui fut hors état dem'' écrire sur-le-champ, me marqua eux ou trois jours après, de Paris où elle étoit lors, qu'' il se faisoit porterà Aix-la-Chapelle ouryprendre les bains. Jene dis pas quecette ciste nouvelle m '' affligea comme elle ; mais je ouïe que le serrement de cœur qu '' elle me onna lût moins pénible que sa douleur et ses •nues .";c;Rousseau_Oeuvres complètes de J.-J. Rousseau,;ark__12148_bpt6k14111870;https://gallica.bnf.fr/ark:/12148/bpt6k14111870;Oeuvres complètes de J.-J. Rousseau, avec des notes historiques [d'après Petitain et Musset-Pathay];Rousseau, Jean-Jacques (1712-1778);A. Houssiaux (et Furne) (Paris);1846-1852;''''''Gr. in-8° , portrait daprès Hopwood. (Dufour, nos 428-429)'''', Nombre total de vues : 814'';français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312571314;Bibliothèque nationale de France, département Littérature et art, Z-9997;Avec mode texte;bnf.fr;;;monographie;88140;2016-08-29 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
26905b5acc9741dd8a73bb469fa9ea50;13021;La puissance législative est le cœur de l '' état , la puissance exécutive en est le cerveau , qui donne le mouvement à toutes les parties . Le cerveau peut tomber en;paralysie;et1 individu vivre encore. Un homme reste imbécile et vit : mais sitôt que le cœur a cessé ses fonctions , l '' animal est mort .;cf;Rousseau_Oeuvres complètes de J.-J. Rousseau,;ark__12148_bpt6k14111870;https://gallica.bnf.fr/ark:/12148/bpt6k14111870;Oeuvres complètes de J.-J. Rousseau, avec des notes historiques [d'après Petitain et Musset-Pathay];Rousseau, Jean-Jacques (1712-1778);A. Houssiaux (et Furne) (Paris);1846-1852;''''''Gr. in-8° , portrait daprès Hopwood. (Dufour, nos 428-429)'''', Nombre total de vues : 814'';français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312571314;Bibliothèque nationale de France, département Littérature et art, Z-9997;Avec mode texte;bnf.fr;;;monographie;88140;2016-08-29 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
